question_type;scene_number;seed;question;answer;question_object_ids;container_id
existence;16;813726065;I think a spoon is in the room. Is that correct?;False;[1];36;
existence;16;969518155;Do we have any eggs?;True;[5];36;
existence;16;222483837;Is there an egg in the room?;False;[5];36;
existence;16;880046614;I think a loaf of bread is in the room. Is that correct?;True;[12];36;
existence;16;767430461;Do we have any loaves of bread?;False;[12];36;
existence;16;70027130;Please tell me if there is a plate somewhere in the room.;True;[4];36;
existence;16;483805035;Is there a plate somewhere nearby?;False;[4];36;
existence;17;233236526;Do we have any bowls?;False;[7];36;
existence;17;840553576;I think a bowl is in the room. Is that correct?;True;[7];36;
existence;17;992404779;Do we have any potatoes?;False;[2];36;
existence;17;70885405;Is there a potato somewhere nearby?;True;[2];36;
existence;17;19834248;I think a knife is in the room. Is that correct?;True;[10];36;
existence;17;84447635;Is there a knife somewhere in the room?;False;[10];36;
existence;17;932924063;Please tell me if there is a spoon somewhere in the room.;True;[1];36;
existence;17;715554866;Do we have any spoons?;False;[1];36;
existence;18;771506587;Is there a plate somewhere in the room?;True;[4];36;
existence;18;698726467;Do we have any plates?;False;[4];36;
existence;18;445744980;Is there an apple somewhere in the room?;True;[9];36;
existence;18;630361779;Is there an apple somewhere nearby?;False;[9];36;
existence;18;318768618;Please tell me if there is a plate somewhere in the room.;True;[4];36;
existence;18;229360533;Is there a plate somewhere nearby?;False;[4];36;
existence;18;384171429;I think a loaf of bread is in the room. Is that correct?;True;[12];36;
existence;18;473869742;Is there a loaf of bread somewhere in the room?;False;[12];36;
existence;19;359207346;Please tell me if there is a spoon somewhere in the room.;True;[1];36;
existence;19;234752740;Do we have any spoons?;False;[1];36;
existence;19;579795147;Is there a head of lettuce somewhere nearby?;True;[8];36;
existence;19;41939987;Do we have any heads of lettuce?;False;[8];36;
existence;19;371683957;Is there a head of lettuce somewhere in the room?;True;[8];36;
existence;19;116331009;Do we have any heads of lettuce?;False;[8];36;
existence;19;167145364;Do we have any apples?;True;[9];36;
existence;19;999264783;Do we have any apples?;False;[9];36;
existence;20;959965604;Is there a loaf of bread in the room?;True;[12];36;
existence;20;583177706;Is there a loaf of bread in the room?;False;[12];36;
existence;20;485424670;Is there a spoon somewhere in the room?;True;[1];36;
existence;20;345152697;Is there a spoon somewhere in the room?;False;[1];36;
existence;20;849575991;Is there a loaf of bread somewhere in the room?;True;[12];36;
existence;20;993923801;Is there a loaf of bread somewhere nearby?;False;[12];36;
existence;20;66667330;I think a spoon is in the room. Is that correct?;False;[1];36;
existence;20;303140284;Is there a spoon somewhere nearby?;True;[1];36;
existence;22;595674391;Is there an egg somewhere nearby?;True;[5];36;
existence;22;442803315;Do we have any eggs?;False;[5];36;
existence;22;360897000;Please tell me if there is a head of lettuce somewhere in the room.;False;[8];36;
existence;22;556079665;Please tell me if there is a head of lettuce somewhere in the room.;True;[8];36;
existence;22;457233874;Is there a spoon somewhere nearby?;True;[1];36;
existence;22;844554523;I think a spoon is in the room. Is that correct?;False;[1];36;
existence;22;363125604;Please tell me if there is a plate somewhere in the room.;False;[4];36;
existence;22;429322760;Is there a plate somewhere in the room?;True;[4];36;
existence;23;647410569;Please tell me if there is a bowl somewhere in the room.;True;[7];36;
existence;23;752630291;Is there a bowl in the room?;False;[7];36;
existence;23;100399581;Do we have any forks?;True;[3];36;
existence;23;508346882;Please tell me if there is a fork somewhere in the room.;False;[3];36;
existence;23;737792695;Is there a mug in the room?;True;[13];36;
existence;23;812493787;Do we have any mugs?;False;[13];36;
existence;23;212984208;Is there a bowl in the room?;True;[7];36;
existence;23;111563219;Is there a bowl somewhere in the room?;False;[7];36;
existence;24;887547355;Is there a tomato somewhere nearby?;True;[6];36;
existence;24;330229054;Is there a tomato somewhere nearby?;False;[6];36;
existence;24;375846571;Is there a spoon somewhere nearby?;False;[1];36;
existence;24;343488412;I think a spoon is in the room. Is that correct?;True;[1];36;
existence;24;630060656;Is there a bowl somewhere nearby?;True;[7];36;
existence;24;227420061;Is there a bowl somewhere in the room?;False;[7];36;
existence;24;625547997;Is there a potato somewhere nearby?;True;[2];36;
existence;24;837056389;Please tell me if there is a potato somewhere in the room.;False;[2];36;
existence;25;432247082;Is there a plate somewhere in the room?;True;[4];36;
existence;25;605610526;Do we have any plates?;False;[4];36;
existence;25;483358893;Do we have any mugs?;False;[13];36;
existence;25;793913645;Please tell me if there is a mug somewhere in the room.;True;[13];36;
existence;25;852470447;I think a mug is in the room. Is that correct?;True;[13];36;
existence;25;686672249;Please tell me if there is a mug somewhere in the room.;False;[13];36;
existence;25;615743214;Is there a tomato in the room?;False;[6];36;
existence;25;590022692;I think a tomato is in the room. Is that correct?;True;[6];36;
existence;26;225169483;Do we have any tomatoes?;True;[6];36;
existence;26;326960162;I think a tomato is in the room. Is that correct?;False;[6];36;
existence;26;426868083;Is there a plate somewhere in the room?;True;[4];36;
existence;26;594106412;Is there a plate somewhere nearby?;False;[4];36;
existence;26;445675471;Is there a bowl somewhere nearby?;True;[7];36;
existence;26;162668365;I think a bowl is in the room. Is that correct?;False;[7];36;
existence;26;595990235;Do we have any eggs?;True;[5];36;
existence;26;893866016;Please tell me if there is an egg somewhere in the room.;False;[5];36;
existence;27;799933903;Is there a tomato somewhere in the room?;False;[6];36;
existence;27;75906770;Is there a tomato in the room?;True;[6];36;
existence;27;98871525;Please tell me if there is a potato somewhere in the room.;True;[2];36;
existence;27;439009136;Do we have any potatoes?;False;[2];36;
existence;27;958156592;Is there a bowl in the room?;True;[7];36;
existence;27;462054124;Is there a bowl in the room?;False;[7];36;
existence;27;707853620;Please tell me if there is a head of lettuce somewhere in the room.;False;[8];36;
existence;27;261348404;Is there a head of lettuce somewhere nearby?;True;[8];36;
existence;28;937941860;Is there a fork somewhere in the room?;False;[3];36;
existence;28;614809141;Do we have any forks?;True;[3];36;
existence;28;33922923;Do we have any heads of lettuce?;True;[8];36;
existence;28;76909656;Do we have any heads of lettuce?;False;[8];36;
existence;28;18346131;Is there an egg somewhere nearby?;True;[5];36;
existence;28;236710861;Please tell me if there is an egg somewhere in the room.;False;[5];36;
existence;28;132344995;Is there a fork somewhere in the room?;True;[3];36;
existence;28;351394884;Please tell me if there is a fork somewhere in the room.;False;[3];36;
existence;29;264948164;I think a potato is in the room. Is that correct?;False;[2];36;
existence;29;55488393;Is there a potato somewhere in the room?;True;[2];36;
existence;29;447468060;I think a mug is in the room. Is that correct?;True;[13];36;
existence;29;915490419;Is there a mug in the room?;False;[13];36;
existence;29;570668713;Is there a head of lettuce somewhere in the room?;True;[8];36;
existence;29;848173523;Do we have any heads of lettuce?;False;[8];36;
existence;29;181068136;Is there a fork in the room?;True;[3];36;
existence;29;436149942;Please tell me if there is a fork somewhere in the room.;False;[3];36;
existence;30;557921054;Is there a knife somewhere nearby?;True;[10];36;
existence;30;85987471;Do we have any knives?;False;[10];36;
existence;30;297715743;Is there a tomato in the room?;True;[6];36;
existence;30;608220615;Do we have any tomatoes?;False;[6];36;
existence;30;875716207;Is there a bowl somewhere in the room?;True;[7];36;
existence;30;839346580;Is there a bowl somewhere nearby?;False;[7];36;
existence;30;586535954;Please tell me if there is an apple somewhere in the room.;True;[9];36;
existence;30;6300222;Is there an apple somewhere nearby?;False;[9];36;
existence;6;83171617;Is there an egg somewhere in the room?;False;[5];36;
existence;6;301367825;Please tell me if there is an egg somewhere in the room.;True;[5];36;
existence;6;979197930;Is there a spoon in the room?;True;[1];36;
existence;6;809821875;Please tell me if there is a spoon somewhere in the room.;False;[1];36;
existence;6;427937696;Is there a fork somewhere in the room?;False;[3];36;
existence;6;118413035;Is there a fork somewhere nearby?;True;[3];36;
existence;6;468526082;Do we have any spoons?;True;[1];36;
existence;6;242305759;Do we have any spoons?;False;[1];36;
existence;8;314364012;Is there a knife somewhere nearby?;True;[10];36;
existence;8;392634709;I think a knife is in the room. Is that correct?;False;[10];36;
existence;8;234740600;Is there a mug somewhere nearby?;False;[13];36;
existence;8;321635465;Do we have any mugs?;True;[13];36;
existence;8;876129007;Please tell me if there is a head of lettuce somewhere in the room.;True;[8];36;
existence;8;950343066;Is there a head of lettuce somewhere nearby?;False;[8];36;
existence;8;256197242;Is there a knife in the room?;True;[10];36;
existence;8;506354937;I think a knife is in the room. Is that correct?;False;[10];36;
existence;9;339274681;Do we have any potatoes?;True;[2];36;
existence;9;714269538;Is there a potato in the room?;False;[2];36;
existence;9;44402241;Is there a fork somewhere in the room?;True;[3];36;
existence;9;287643895;Do we have any forks?;False;[3];36;
existence;9;796115105;Do we have any loaves of bread?;True;[12];36;
existence;9;512226415;Please tell me if there is a loaf of bread somewhere in the room.;False;[12];36;
existence;9;613328575;Is there a fork somewhere nearby?;True;[3];36;
existence;9;826063787;Is there a fork in the room?;False;[3];36;
existence;10;727739058;Please tell me if there is a spoon somewhere in the room.;True;[1];36;
existence;10;484953232;Do we have any spoons?;False;[1];36;
existence;10;971233917;Is there a spoon somewhere in the room?;True;[1];36;
existence;10;168695141;I think a spoon is in the room. Is that correct?;False;[1];36;
existence;10;106002284;Is there a loaf of bread somewhere nearby?;True;[12];36;
existence;10;574447668;Do we have any loaves of bread?;False;[12];36;
existence;10;971476234;Do we have any apples?;True;[9];36;
existence;10;62092970;Is there an apple somewhere in the room?;False;[9];36;
existence;11;248648023;Is there a loaf of bread in the room?;True;[12];36;
existence;11;31588547;Do we have any loaves of bread?;False;[12];36;
existence;11;205933459;Is there a loaf of bread somewhere in the room?;True;[12];36;
existence;11;538096753;Is there a loaf of bread somewhere in the room?;False;[12];36;
existence;11;389374017;I think a bowl is in the room. Is that correct?;True;[7];36;
existence;11;714456223;Do we have any bowls?;False;[7];36;
existence;11;653633972;Is there a plate in the room?;True;[4];36;
existence;11;178125952;Is there a plate somewhere nearby?;False;[4];36;
existence;13;495355974;Do we have any tomatoes?;False;[6];36;
existence;13;735577476;Is there a tomato somewhere in the room?;True;[6];36;
existence;13;289307199;Is there an apple somewhere nearby?;True;[9];36;
existence;13;483527821;Do we have any apples?;False;[9];36;
existence;13;197378812;Please tell me if there is a spoon somewhere in the room.;True;[1];36;
existence;13;573180966;Is there a spoon somewhere in the room?;False;[1];36;
existence;13;92742522;Is there a spoon somewhere nearby?;False;[1];36;
existence;13;853201853;I think a spoon is in the room. Is that correct?;True;[1];36;
existence;14;412975373;Please tell me if there is a bowl somewhere in the room.;True;[7];36;
existence;14;74629696;Is there a bowl somewhere in the room?;False;[7];36;
existence;14;115296919;Is there a knife somewhere in the room?;True;[10];36;
existence;14;946077277;Is there a knife somewhere nearby?;False;[10];36;
existence;14;542472661;I think a tomato is in the room. Is that correct?;True;[6];36;
existence;14;504120058;Is there a tomato somewhere in the room?;False;[6];36;
existence;14;135946616;Please tell me if there is a tomato somewhere in the room.;True;[6];36;
existence;14;243828802;I think a tomato is in the room. Is that correct?;False;[6];36;
existence;16;629320569;Is there a spoon in the room?;True;[1];36;
existence;16;28786591;Do we have any spoons?;False;[1];36;
existence;16;491905053;Is there a plate in the room?;True;[4];36;
existence;16;939277890;I think a plate is in the room. Is that correct?;False;[4];36;
existence;16;305451352;Do we have any loaves of bread?;True;[12];36;
existence;16;57256791;Is there a loaf of bread somewhere in the room?;False;[12];36;
existence;16;115572;Is there a tomato somewhere nearby?;True;[6];36;
existence;16;394413068;Is there a tomato somewhere in the room?;False;[6];36;
existence;17;367138395;I think a plate is in the room. Is that correct?;True;[4];36;
existence;17;185358263;Is there a plate in the room?;False;[4];36;
existence;17;642886320;Is there a loaf of bread somewhere nearby?;True;[12];36;
existence;17;188078880;Is there a loaf of bread somewhere in the room?;False;[12];36;
existence;17;251285648;Is there a tomato somewhere in the room?;False;[6];36;
existence;17;709469260;Is there a tomato in the room?;True;[6];36;
existence;17;572136241;Is there an apple somewhere nearby?;True;[9];36;
existence;17;27263552;Is there an apple in the room?;False;[9];36;
existence;18;173988912;Is there a mug somewhere nearby?;True;[13];36;
existence;18;347839773;Is there a mug in the room?;False;[13];36;
existence;18;931169428;Is there a spoon somewhere nearby?;True;[1];36;
existence;18;65826930;Is there a spoon somewhere nearby?;False;[1];36;
existence;18;702040653;Is there a loaf of bread somewhere nearby?;False;[12];36;
existence;18;528151734;I think a loaf of bread is in the room. Is that correct?;True;[12];36;
existence;18;66432688;Is there a loaf of bread somewhere in the room?;False;[12];36;
existence;18;469969902;Is there a loaf of bread somewhere nearby?;True;[12];36;
existence;19;79509909;Is there an egg somewhere in the room?;False;[5];36;
existence;19;349314122;I think an egg is in the room. Is that correct?;True;[5];36;
existence;19;747816607;Is there a knife somewhere in the room?;True;[10];36;
existence;19;444266720;Is there a knife in the room?;False;[10];36;
existence;19;668504289;I think a potato is in the room. Is that correct?;False;[2];36;
existence;19;350866231;I think a potato is in the room. Is that correct?;True;[2];36;
existence;19;819012713;Please tell me if there is a spoon somewhere in the room.;True;[1];36;
existence;19;601971928;Is there a spoon somewhere nearby?;False;[1];36;
existence;20;401630136;Is there an apple in the room?;True;[9];36;
existence;20;973701949;Is there an apple in the room?;False;[9];36;
existence;20;822258889;I think a potato is in the room. Is that correct?;False;[2];36;
existence;20;551146001;Is there a potato in the room?;True;[2];36;
existence;20;466444238;Is there a head of lettuce somewhere in the room?;False;[8];36;
existence;20;921845263;I think a head of lettuce is in the room. Is that correct?;True;[8];36;
existence;20;28926193;Do we have any knives?;True;[10];36;
existence;20;718257127;Do we have any knives?;False;[10];36;
existence;22;89379475;Is there a knife in the room?;False;[10];36;
existence;22;377519543;Is there a knife in the room?;True;[10];36;
existence;22;516665726;Please tell me if there is a spoon somewhere in the room.;True;[1];36;
existence;22;669661726;Is there a spoon somewhere in the room?;False;[1];36;
existence;22;13835572;Please tell me if there is a tomato somewhere in the room.;True;[6];36;
existence;22;992294383;Please tell me if there is a tomato somewhere in the room.;False;[6];36;
existence;22;27674525;Do we have any forks?;True;[3];36;
existence;22;137395401;I think a fork is in the room. Is that correct?;False;[3];36;
existence;23;810989720;I think a mug is in the room. Is that correct?;True;[13];36;
existence;23;816775938;I think a mug is in the room. Is that correct?;False;[13];36;
existence;23;692481558;Is there an apple somewhere in the room?;True;[9];36;
existence;23;778625962;Is there an apple somewhere in the room?;False;[9];36;
existence;23;354517261;Is there a plate somewhere nearby?;True;[4];36;
existence;23;986583184;Is there a plate in the room?;False;[4];36;
existence;23;283027576;Do we have any spoons?;True;[1];36;
existence;23;575099021;Do we have any spoons?;False;[1];36;
existence;24;205432516;Please tell me if there is an apple somewhere in the room.;True;[9];36;
existence;24;383973198;Do we have any apples?;False;[9];36;
existence;24;117546068;Is there a head of lettuce somewhere in the room?;True;[8];36;
existence;24;106413243;Do we have any heads of lettuce?;False;[8];36;
existence;24;802836502;Is there an apple somewhere nearby?;True;[9];36;
existence;24;712138841;Is there an apple in the room?;False;[9];36;
existence;24;107480943;I think a head of lettuce is in the room. Is that correct?;True;[8];36;
existence;24;328683211;Is there a head of lettuce in the room?;False;[8];36;
existence;25;715568095;Do we have any bowls?;True;[7];36;
existence;25;154224297;Is there a bowl in the room?;False;[7];36;
existence;25;797706077;Please tell me if there is an apple somewhere in the room.;True;[9];36;
existence;25;330960343;Is there an apple somewhere in the room?;False;[9];36;
existence;25;698573681;I think an egg is in the room. Is that correct?;True;[5];36;
existence;25;798933047;Please tell me if there is an egg somewhere in the room.;False;[5];36;
existence;25;4920590;Is there a loaf of bread somewhere nearby?;True;[12];36;
existence;25;620622114;Is there a loaf of bread somewhere nearby?;False;[12];36;
existence;26;412580983;Is there a head of lettuce somewhere in the room?;True;[8];36;
existence;26;674241076;Please tell me if there is a head of lettuce somewhere in the room.;False;[8];36;
existence;26;638135863;Do we have any plates?;True;[4];36;
existence;26;197195363;Please tell me if there is a plate somewhere in the room.;False;[4];36;
existence;26;918141742;Is there an apple somewhere nearby?;True;[9];36;
existence;26;830153207;I think an apple is in the room. Is that correct?;False;[9];36;
existence;26;296866238;Is there a loaf of bread somewhere in the room?;True;[12];36;
existence;26;755312077;Is there a loaf of bread somewhere nearby?;False;[12];36;
existence;27;476522363;Is there a potato somewhere nearby?;True;[2];36;
existence;27;664438925;I think a potato is in the room. Is that correct?;False;[2];36;
existence;27;514389138;Do we have any bowls?;True;[7];36;
existence;27;974948325;Do we have any bowls?;False;[7];36;
existence;27;221787188;I think a head of lettuce is in the room. Is that correct?;True;[8];36;
existence;27;41198552;Is there a head of lettuce in the room?;False;[8];36;
existence;27;951636166;I think a plate is in the room. Is that correct?;True;[4];36;
existence;27;548202331;I think a plate is in the room. Is that correct?;False;[4];36;
existence;28;991901333;Is there a fork somewhere nearby?;True;[3];36;
existence;28;650307711;Is there a fork in the room?;False;[3];36;
existence;28;398961637;Is there a spoon somewhere in the room?;True;[1];36;
existence;28;839187804;Please tell me if there is a spoon somewhere in the room.;False;[1];36;
existence;28;505435181;Is there an egg somewhere in the room?;True;[5];36;
existence;28;858557160;Please tell me if there is an egg somewhere in the room.;False;[5];36;
existence;28;898848847;Is there a potato somewhere nearby?;True;[2];36;
existence;28;22988129;Please tell me if there is a potato somewhere in the room.;False;[2];36;
existence;29;342786926;Please tell me if there is a fork somewhere in the room.;True;[3];36;
existence;29;85637586;Is there a fork somewhere in the room?;False;[3];36;
existence;29;988050553;Please tell me if there is a plate somewhere in the room.;True;[4];36;
existence;29;265223180;Is there a plate in the room?;False;[4];36;
existence;29;434563727;Is there a bowl in the room?;True;[7];36;
existence;29;829570136;Is there a bowl somewhere in the room?;False;[7];36;
existence;29;845333321;Please tell me if there is a head of lettuce somewhere in the room.;True;[8];36;
existence;29;309576143;I think a head of lettuce is in the room. Is that correct?;False;[8];36;
existence;30;269213152;Is there a potato somewhere in the room?;False;[2];36;
existence;30;553133398;I think a potato is in the room. Is that correct?;True;[2];36;
existence;30;176315403;Is there a tomato somewhere in the room?;True;[6];36;
existence;30;276310274;Do we have any tomatoes?;False;[6];36;
existence;30;807257905;Do we have any bowls?;True;[7];36;
existence;30;663466638;Is there a bowl somewhere nearby?;False;[7];36;
existence;30;343842848;Is there an apple in the room?;True;[9];36;
existence;30;676486368;Do we have any apples?;False;[9];36;
existence;6;162504287;Do we have any knives?;True;[10];36;
existence;6;327472184;Is there a knife in the room?;False;[10];36;
existence;6;31645066;Please tell me if there is a head of lettuce somewhere in the room.;True;[8];36;
existence;6;162992773;Please tell me if there is a head of lettuce somewhere in the room.;False;[8];36;
existence;6;968412354;Please tell me if there is a tomato somewhere in the room.;True;[6];36;
existence;6;239399555;Is there a tomato somewhere in the room?;False;[6];36;
existence;6;114578767;Do we have any potatoes?;True;[2];36;
existence;6;209570118;Do we have any potatoes?;False;[2];36;
existence;8;738272883;Is there a bowl in the room?;True;[7];36;
existence;8;516172850;Is there a bowl in the room?;False;[7];36;
existence;8;459800665;Is there a fork somewhere in the room?;True;[3];36;
existence;8;958665362;Is there a fork in the room?;False;[3];36;
existence;8;159757140;Is there a knife somewhere nearby?;True;[10];36;
existence;8;544879213;Is there a knife somewhere nearby?;False;[10];36;
existence;8;346112178;Is there a loaf of bread in the room?;True;[12];36;
existence;8;626601795;I think a loaf of bread is in the room. Is that correct?;False;[12];36;
existence;9;912614489;Is there a bowl somewhere in the room?;True;[7];36;
existence;9;632077858;I think a bowl is in the room. Is that correct?;False;[7];36;
existence;9;997875429;Do we have any loaves of bread?;True;[12];36;
existence;9;323623244;I think a loaf of bread is in the room. Is that correct?;False;[12];36;
existence;9;143795172;Is there a fork in the room?;True;[3];36;
existence;9;906919903;Is there a fork somewhere nearby?;False;[3];36;
existence;9;179048512;Is there an apple in the room?;True;[9];36;
existence;9;459591657;Please tell me if there is an apple somewhere in the room.;False;[9];36;
existence;10;484097066;I think a potato is in the room. Is that correct?;True;[2];36;
existence;10;73886146;Do we have any potatoes?;False;[2];36;
existence;10;286574529;Is there a loaf of bread somewhere in the room?;True;[12];36;
existence;10;775360508;Is there a loaf of bread in the room?;False;[12];36;
existence;10;11881120;Is there a tomato somewhere in the room?;True;[6];36;
existence;10;808723895;Is there a tomato in the room?;False;[6];36;
existence;10;109007391;Do we have any forks?;True;[3];36;
existence;10;553401306;Is there a fork somewhere in the room?;False;[3];36;
existence;11;681981556;Do we have any eggs?;True;[5];36;
existence;11;473261593;Is there an egg somewhere nearby?;False;[5];36;
existence;11;515640497;Is there a knife in the room?;True;[10];36;
existence;11;239128793;Please tell me if there is a knife somewhere in the room.;False;[10];36;
existence;11;5126483;I think a tomato is in the room. Is that correct?;False;[6];36;
existence;11;341568970;Is there a tomato in the room?;True;[6];36;
existence;11;264151308;Please tell me if there is a mug somewhere in the room.;True;[13];36;
existence;11;958786509;Please tell me if there is a mug somewhere in the room.;False;[13];36;
existence;13;209621935;Is there a spoon somewhere in the room?;True;[1];36;
existence;13;641512088;Do we have any spoons?;False;[1];36;
existence;13;984265586;Is there a knife in the room?;True;[10];36;
existence;13;414580799;Is there a knife in the room?;False;[10];36;
existence;13;717397127;Please tell me if there is a knife somewhere in the room.;True;[10];36;
existence;13;746806541;Is there a knife somewhere nearby?;False;[10];36;
existence;13;656964525;Is there an apple somewhere in the room?;True;[9];36;
existence;13;248740608;Is there an apple somewhere in the room?;False;[9];36;
existence;14;584155055;Is there an egg somewhere nearby?;True;[5];36;
existence;14;533623529;Is there an egg in the room?;False;[5];36;
existence;14;341961187;Is there an egg somewhere in the room?;True;[5];36;
existence;14;476657072;Is there an egg somewhere nearby?;False;[5];36;
existence;14;209139949;Is there a knife in the room?;True;[10];36;
existence;14;254093563;Is there a knife somewhere nearby?;False;[10];36;
existence;14;374898214;I think an apple is in the room. Is that correct?;True;[9];36;
existence;14;105618965;Is there an apple in the room?;False;[9];36;
existence;16;166318664;Do we have any knives?;True;[10];36;
existence;16;260895754;Do we have any knives?;False;[10];36;
existence;16;516368679;Is there an apple in the room?;True;[9];36;
existence;16;185267619;Is there an apple somewhere nearby?;False;[9];36;
existence;16;681817847;Is there a head of lettuce somewhere nearby?;True;[8];36;
existence;16;151116744;I think a head of lettuce is in the room. Is that correct?;False;[8];36;
existence;16;515934292;Is there a bowl in the room?;True;[7];36;
existence;16;324231774;Do we have any bowls?;False;[7];36;
existence;17;33679671;Is there a tomato somewhere nearby?;True;[6];36;
existence;17;95754621;Is there a tomato in the room?;False;[6];36;
existence;17;753564674;I think a bowl is in the room. Is that correct?;True;[7];36;
existence;17;831533411;I think a bowl is in the room. Is that correct?;False;[7];36;
existence;17;635337927;Is there an apple in the room?;False;[9];36;
existence;17;156150913;Do we have any apples?;True;[9];36;
existence;17;984318873;Is there a loaf of bread somewhere nearby?;True;[12];36;
existence;17;130972087;Please tell me if there is a loaf of bread somewhere in the room.;False;[12];36;
existence;18;457830483;Do we have any potatoes?;True;[2];36;
existence;18;970474809;Do we have any potatoes?;False;[2];36;
existence;18;976139478;I think a fork is in the room. Is that correct?;True;[3];36;
existence;18;584386925;I think a fork is in the room. Is that correct?;False;[3];36;
existence;18;676308573;Is there a mug somewhere in the room?;True;[13];36;
existence;18;604210723;Is there a mug somewhere in the room?;False;[13];36;
existence;18;533175521;Do we have any loaves of bread?;True;[12];36;
existence;18;25723160;I think a loaf of bread is in the room. Is that correct?;False;[12];36;
existence;19;850823079;Is there a potato somewhere in the room?;True;[2];36;
existence;19;726034180;Is there a potato somewhere in the room?;False;[2];36;
existence;19;218949154;Is there a head of lettuce somewhere in the room?;False;[8];36;
existence;19;631715434;Is there a head of lettuce somewhere nearby?;True;[8];36;
existence;19;19501338;I think a loaf of bread is in the room. Is that correct?;True;[12];36;
existence;19;432274040;Is there a loaf of bread somewhere in the room?;False;[12];36;
existence;19;60059018;Is there a head of lettuce somewhere nearby?;True;[8];36;
existence;19;440352256;Please tell me if there is a head of lettuce somewhere in the room.;False;[8];36;
existence;20;432915682;Is there a tomato somewhere nearby?;False;[6];36;
existence;20;455673571;Is there a tomato somewhere in the room?;True;[6];36;
existence;20;395560709;Please tell me if there is a potato somewhere in the room.;True;[2];36;
existence;20;637629390;Is there a potato somewhere nearby?;False;[2];36;
